Gene_Name	J2C	J2N	J3C	J3N	J5C	J5N	J7C	J7N	J8C	J8N	J9C	J9N	J11S	J11N	J13M	J13N	J14M	J14N	J15M	J15N	J16M	J16N	J17H	J17N	J18M	J18N	J19H	J19S	J19N	J20S	J20N	J21H	J21M	J21N	J22M	J22N	J23M	J23N	J24H	J24N	J25S	J25N	J26M	J26N	J27H1	J27H2	J27S	J27M	J27N	J30H	J30N	J31S	J31N	J32H	J32M	J32N	J33M	J33N	J34M	J34N	J35M	J35N	J36S	J36N	J38H	J38S	J38N	J39M	J39N	J40S	J40M	J40N	J41M	J41N	J42S	J42N	J43S	J43M	J43N	J44M	J44N	J45M	J45N	J46M	J46N
TAL1	6.560711316	7.76707856	6.741285595	7.830791338	6.143067318	6.427207072	5.711889811	7.001531514	7.335139355	6.683632966	7.211941585	7.715061505	7.423725223	7.32922079	6.322681449	7.796157066	6.952796705	8.007697418	5.634036566	7.302063863	7.11919435	8.182619886	6.517677823	7.936201489	6.56591627	8.441470536	7.800206574	6.963962591	7.843432445	5.7565182	7.472231478	7.533193439	6.444400656	7.519571202	5.3458044	7.287146182	5.706208199	7.437382522	7.912854772	7.82184306	6.282224661	8.080224926	6.885217719	8.292270682	7.134166533	7.049417491	6.616232002	6.952796705	7.502434512	6.64861866	7.144411825	6.185701392	7.563020993	7.016556278	6.197165197	7.446382279	5.81007581	7.379417565	5.496851876	7.281995139	6.502443511	7.154235249	7.073759039	8.404042152	7.205733332	6.722409099	7.59749925	6.931939083	8.182619886	6.385154691	6.078150808	7.826324136	6.555487515	8.117205855	6.098449486	7.319624815	6.669673887	6.118612364	7.843432445	5.972252274	7.519571202	5.054724465	6.664288119	6.288420088	8.076461877
TANK	10.48960071	10.66080569	10.58826054	10.40958338	10.13556822	10.57214269	10.3014785	10.48960071	9.924522692	10.43423541	9.779727855	10.50236075	10.71921339	10.68904888	10.37689269	10.39973288	10.33061368	10.57214269	10.48960071	10.57214269	10.45658977	10.6307903	10.96954473	11.23758664	10.47702929	10.29003668	10.56515689	10.47702929	10.47702929	10.83967059	10.36198697	10.46397411	10.40466654	10.50236075	10.40958338	10.53051944	10.73634998	10.68904888	10.51503263	10.58826054	10.50236075	10.2271999	10.47702929	10.21550021	10.82080028	10.49599483	10.48332869	10.6307903	10.48960071	10.43423541	10.6307903	10.33644639	10.37689269	10.23989498	10.39973288	10.39973288	10.67635055	10.42131724	10.3014785	10.26553719	10.76985063	10.76985063	10.32475731	10.47702929	10.51503263	10.83967059	10.61648977	10.56515689	10.58826054	10.50236075	10.38823593	10.63829756	10.61648977	10.58826054	10.47702929	10.50236075	10.6307903	10.99378638	10.32475731	10.57214269	10.57214269	10.76985063	10.55813709	10.21550021	10.26553719
TAP1	9.735347693	9.337382973	9.252397647	8.810241869	8.902819405	8.810241869	9.563467776	9.156426233	9.962752988	9.534222043	9.231376633	9.373855064	9.484706632	9.383773453	9.080561546	9.018413815	8.392749798	8.631655189	8.747077645	9.243180927	9.406338652	9.554658509	8.487983072	8.980170186	9.265626208	9.164710329	8.918716675	8.654716148	8.987770542	9.036728665	9.284413771	9.231376633	8.793848479	9.215351561	9.30657671	9.373855064	9.983811359	9.611758828	9.222453663	9.476698234	9.774848229	9.467039733	8.976882187	9.080561546	8.802169747	8.738181148	8.60530401	8.491729288	9.148134556	9.211117968	9.4343043	9.148134556	8.963659899	8.691856907	8.558785122	9.516791395	9.206871915	9.4343043	8.525755227	9.013248554	8.858908292	10.11394475	8.328053237	9.181731444	9.354793262	8.659161318	8.963659899	8.81405749	8.453987834	8.935057329	9.831054216	9.419304874	8.724059844	8.622048768	8.691856907	9.265626208	9.396489725	9.582316745	9.177679957	8.487983072	9.471877066	9.689763408	9.43879111	9.363834649	9.543856948
TAP2	9.507093317	9.724975432	9.190084218	8.850923702	8.955510841	8.82610467	9.373855064	9.085141885	10.83026629	9.677827217	8.38404518	9.17361706	9.703742936	9.476698234	9.115621814	9.206871915	9.29326444	9.027959297	8.631655189	9.231376633	9.563467776	9.739872407	8.767849059	9.045300398	9.080561546	9.247572672	9.02319445	8.944365558	8.891067602	8.99697209	9.621121501	9.4343043	9.156426233	9.543856948	9.132131244	9.597682028	10.03816306	9.803220693	9.677827217	9.803220693	9.534222043	9.850689345	8.976882187	9.677827217	8.973586677	9.018413815	8.58073324	8.963659899	9.363834649	9.25720654	9.396489725	9.231376633	8.891067602	8.715128121	8.501537718	9.27466241	8.911089121	9.503202716	8.551432246	9.139834224	8.882216888	10.07014235	8.944365558	9.484706632	9.521297919	9.238775773	9.703742936	9.427638346	9.530012386	8.882216888	9.516791395	9.724975432	9.215351561	9.310678505	9.17361706	9.521297919	9.44326401	9.44326401	9.411262043	8.821665804	9.621121501	9.58780151	9.43879111	9.25720654	9.582316745
TAPBP	11.77043928	11.39092979	11.88183074	11.26817813	12.06613036	11.44939273	11.4817422	10.89505552	13.69883638	11.74055955	13.9275784	11.23758664	11.5106415	11.4817422	11.80679399	11.15824653	12.95190579	11.08371612	11.91656248	11.36252449	12.06613036	11.58855648	11.36252449	11.10756411	11.70548644	11.41631725	11.44939273	11.85161	11.36252449	11.4817422	11.15824653	11.41631725	11.4817422	11.21013433	11.55291098	11.26817813	11.99435647	11.77043928	11.80679399	11.55291098	11.66685463	11.39092979	11.74055955	11.41631725	11.36252449	11.44939273	11.85161	11.06051886	11.33131359	11.33131359	11.55291098	10.93111589	10.99378638	10.93111589	11.36252449	11.21013433	11.41631725	11.29892876	11.44939273	11.08371612	11.39092979	11.88183074	11.33131359	10.80707235	11.19727682	11.58855648	10.99378638	11.58855648	10.89505552	11.41631725	11.62113595	11.18430369	11.66685463	11.06051886	11.62113595	11.18430369	12.17896434	12.17896434	11.5106415	11.29892876	11.39092979	11.85161	11.26817813	12.37927008	11.21013433
TARP	7.847375821	8.684336196	7.636349277	7.76707856	6.866451016	7.506497444	7.783659322	8.74216826	5.791001598	8.279190749	10.1519995	8.190311492	7.990212717	8.248267582	7.481942589	7.830791338	7.663726667	8.007697418	7.223833936	8.092560843	7.139467302	7.91731098	8.143458836	8.707632344	7.360871116	8.021326372	7.379417565	7.510769347	8.136289301	8.124620468	7.86244069	8.425473192	7.894201715	8.56619995	7.879431183	8.462955493	7.524099506	7.796157066	8.662955903	8.855068682	8.155002502	9.406338652	7.27178148	8.147145554	7.533193439	8.007697418	7.170669057	7.788085954	8.120917925	7.875444393	7.912854772	7.467496868	8.046912862	7.446382279	7.960735647	8.214917517	7.606950654	8.471080016	7.970405864	7.91731098	7.205733332	7.369977404	7.319624815	8.379764107	7.71918018	7.758622982	9.247572672	7.622648024	9.31821918	7.658420628	7.606950654	9.368853556	7.335139355	9.202807598	7.875444393	7.631676407	7.939874411	7.73697284	8.659161318	6.96971131	7.85244628	8.018012352	8.437619323	7.319624815	8.223388646
TBK1	9.008064734	9.181731444	8.976882187	9.018413815	10.47702929	8.980170186	8.911089121	9.222453663	9.476698234	9.089707728	8.698764602	9.265626208	9.238775773	9.008064734	8.711385101	9.181731444	9.17361706	8.939718951	9.02319445	9.097764718	8.81405749	9.068911002	8.684336196	9.238775773	8.82610467	9.124583238	9.247572672	9.068911002	8.955510841	9.049276802	8.955510841	8.926946131	8.872603797	8.914907939	10.47702929	9.124583238	9.018413815	9.085141885	9.1113602	9.139834224	8.437619323	9.089707728	9.169170568	8.918716675	9.169170568	9.027959297	8.886649032	9.190084218	9.177679957	8.939718951	9.198731798	9.243180927	9.045300398	8.973586677	9.139834224	9.097764718	9.058686287	9.102432868	8.793848479	8.935057329	9.270151384	8.944365558	8.74216826	9.164710329	9.045300398	9.310678505	9.124583238	8.987770542	8.955510841	8.778072044	9.089707728	9.018413815	9.354793262	9.032350644	9.655086641	8.976882187	8.944365558	9.215351561	8.666740533	8.636588803	9.107085961	8.79791083	9.036728665	8.802169747	9.089707728
TBX21	6.746607091	8.117205855	5.888705565	6.46057486	5.948751009	6.427207072	6.149299534	7.027848088	8.572291488	7.065457168	7.733331338	7.91731098	7.653095001	7.59749925	6.322681449	7.229607949	6.040561102	6.818989906	5.908318272	7.006495731	6.1741529	6.853061472	6.571770699	7.546276673	6.40940508	7.369977404	7.128846217	6.385154691	7.540844848	5.791001598	7.040377795	7.073759039	6.149299534	7.457361334	6.288420088	7.313293367	6.40940508	7.428187665	7.379417565	7.771898937	6.862415966	8.47502286	6.276002513	7.546276673	6.790004763	7.011534774	6.246136593	6.583950434	7.779219065	6.391975928	6.762226991	6.124742923	6.75190903	6.653312568	6.620593392	6.730169266	6.517677823	7.792127154	6.527269402	7.128846217	6.866451016	7.982771913	6.185701392	7.139467302	7.519571202	6.910508537	7.612633776	5.711889811	6.831281604	6.895614951	6.252519016	7.985982175	6.071357649	7.124028355	6.785380847	7.579484758	6.492017203	6.16835216	7.467496868	6.161942852	7.32922079	6.741285595	7.579484758	5.41076024	6.992425188
TCF7	7.15911448	7.563020993	7.428187665	7.195458922	7.700804639	8.211374403	6.910508537	7.223833936	8.449656187	7.049417491	8.698764602	7.149339459	7.626988352	7.35043726	6.890329428	7.229607949	7.73697284	6.870474811	8.072547679	7.128846217	7.423725223	7.602232692	9.391564289	7.287146182	7.622648024	6.947917971	7.669744741	7.59749925	7.432792419	6.915523746	7.261208973	7.486917363	7.085782255	7.255677193	7.59749925	7.11919435	8.014690702	7.506497444	7.602232692	7.139467302	8.328053237	7.217900014	7.408892777	7.563020993	6.372673351	6.931939083	6.866451016	6.444400656	7.085782255	7.139467302	7.408892777	6.590271585	7.035818947	6.866451016	6.806299504	6.806299504	7.065457168	7.15911448	6.63344332	7.164903336	7.027848088	7.588121197	7.035818947	7.235358946	7.32922079	7.266719624	6.862415966	7.031839022	6.880087835	7.044922282	7.374705206	7.179576213	7.462438002	7.648708957	7.085782255	7.085782255	7.389621097	7.663726667	7.124028355	7.567507058	6.831281604	7.696967526	7.027848088	7.563020993	7.195458922
TFE3	7.059689528	7.097100324	6.21314126	6.741285595	7.255677193	6.757077235	6.590271585	7.085782255	5.488995411	6.345432705	8.38404518	7.044922282	6.606037651	6.831281604	7.537024216	7.128846217	5.513464426	6.730169266	6.63344332	6.75190903	6.385154691	6.853061472	6.538082668	7.245562892	6.512795008	6.947917971	6.689520487	6.143067318	7.124028355	6.992425188	7.441889418	6.778656814	6.53197921	6.915523746	6.714606964	6.63344332	7.579484758	6.56591627	6.444400656	6.64861866	6.502443511	7.405203778	7.154235249	7.205733332	7.405203778	6.794613906	7.24046994	6.90088118	6.96971131	6.360748864	6.595241494	7.102278818	6.926241627	7.179576213	6.952796705	7.15911448	7.223833936	7.302063863	7.405203778	7.02221323	7.24046994	6.831281604	6.958390451	7.319624815	6.785380847	6.746607091	5.173451093	6.266521085	5.197085608	7.031839022	7.027848088	5.462196475	7.319624815	6.052578401	6.583950434	6.746607091	6.722409099	7.179576213	6.870474811	6.427207072	6.931939083	6.071357649	6.794613906	6.627032663	7.016556278
TFEB	7.423725223	8.062017861	8.379764107	8.113008169	8.498504954	7.606950654	7.571979218	7.446382279	8.935057329	7.871410617	8.698764602	7.867365531	7.979554491	7.804244748	8.491729288	7.990212717	8.867679188	7.648708957	8.223388646	7.990212717	7.925338964	7.939874411	8.007697418	7.970405864	8.099705356	8.124620468	7.997902933	8.622048768	7.86244069	7.817879032	7.809082499	7.875444393	7.563020993	7.680064348	8.169592795	7.788085954	8.080224926	7.867365531	7.82184306	7.696967526	7.928933545	8.388313587	8.751970381	7.908384757	8.388313587	7.99443089	8.076461877	8.088275896	7.86244069	7.579484758	7.985982175	7.567507058	7.85244628	7.85749898	7.775563644	7.546276673	7.85244628	7.729680622	8.025754894	7.71918018	8.214917517	7.59749925	7.932519193	7.73697284	7.705876724	7.847375821	6.880087835	8.846766779	7.313293367	7.644309537	7.486917363	6.988288392	8.292270682	7.99443089	8.335486329	7.579484758	8.223388646	7.506497444	7.669744741	8.292270682	7.684377945	7.908384757	7.847375821	8.076461877	7.982771913
TFRC	10.26553719	10.00492686	10.55813709	11.08371612	10.27902378	12.37927008	10.08920407	10.54491925	8.935057329	10.87753512	5.744148278	10.78864668	10.56515689	10.93111589	10.39973288	11.06051886	10.64576596	10.89505552	10.80707235	10.66080569	10.68904888	10.39973288	10.85567803	10.44172074	10.6307903	10.51503263	10.29003668	10.51503263	10.23989498	10.75312709	10.43423541	10.01031521	10.19393759	10.05785171	10.61648977	10.6307903	10.43423541	10.87753512	11.26817813	11.10756411	10.3014785	10.72780713	10.36198697	10.50236075	10.67635055	10.68904888	11.06051886	11.29892876	10.58826054	11.21013433	10.82080028	10.91065924	11.06051886	11.06051886	10.95092217	10.60985711	10.60319382	10.39973288	11.29892876	11.5106415	10.80707235	10.78864668	10.85567803	10.60319382	10.60319382	10.42131724	10.49599483	10.15773129	10.39973288	11.23758664	10.95092217	10.80707235	10.26553719	10.71921339	11.15824653	10.60319382	11.01187109	10.91065924	10.96954473	10.99378638	10.58826054	10.25340278	10.54491925	10.57214269	10.18163444
TGFB1	10.31393035	10.21550021	10.50236075	10.6307903	10.68904888	10.34929821	10.29003668	9.602085075	13.14681643	10.42131724	13.35634133	9.98925831	10.3014785	10.21550021	10.23989498	9.994684774	11.62113595	10.1023471	11.21013433	10.23989498	10.58826054	10.67635055	10.50236075	9.977660857	10.49599483	10.47702929	10.44916744	10.73634998	10.20412525	10.54491925	10.12474369	10.42779078	10.54491925	10.19393759	9.756499535	9.774848229	10.2335614	10.38823593	10.27229624	10.29003668	9.908608676	10.33644639	10.27902378	10.34929821	10.18163444	10.19393759	10.66080569	10.2271999	10.15773129	10.56515689	10.50236075	10.55813709	10.02691793	10.19393759	9.942819747	10.00492686	10.29576893	9.908608676	9.842260911	10.21550021	10.53051944	10.57214269	10.19393759	9.808450271	10.31393035	10.50236075	9.880801026	10.47702929	10.00492686	10.08920407	10.21550021	10.15773129	10.29003668	10.23989498	10.46397411	10.14624484	11.33131359	10.30771786	10.58826054	10.78864668	10.38823593	10.55813709	9.842260911	11.29892876	10.31393035
TGFB2	7.788085954	8.622048768	7.533193439	8.551432246	6.714606964	7.276825637	7.297177221	8.062017861	6.071357649	7.626988352	9.43879111	8.491729288	7.86244069	8.271947069	8.680356593	9.156426233	6.455531739	8.84286737	7.754994842	8.373312109	8.441470536	8.445311496	8.182619886	9.322876833	8.356393802	9.247572672	8.626859974	7.746921344	8.935057329	8.092560843	9.027959297	8.05815283	9.045300398	8.471080016	7.741955667	8.068622832	7.648708957	8.47502286	8.300212539	8.572291488	7.446382279	8.373312109	7.99443089	8.963659899	8.083978185	7.710931039	9.064109831	7.985982175	8.248267582	7.688755684	8.211374403	8.501537718	8.356393802	7.700804639	8.711385101	8.360677545	8.397172411	8.955510841	8.926946131	8.304574056	8.304574056	7.830791338	7.640334897	7.985982175	8.4336828	7.684377945	8.004535501	8.437619323	8.227666078	7.779219065	7.571979218	7.997902933	8.613915284	8.691856907	7.428187665	8.404042152	6.920521582	6.118612364	8.113008169	8.404042152	7.783659322	7.134166533	8.219159299	7.02221323	8.083978185
THBD	10.44916744	10.61648977	10.22136192	11.13506115	9.779727855	10.73634998	9.013248554	11.15824653	8.855068682	9.779727855	7.211941585	11.58855648	11.55291098	11.44939273	9.724975432	11.29892876	10.10815758	11.85161	9.451640176	11.08371612	10.63829756	11.74055955	10.3014785	11.18430369	9.888302213	11.91656248	10.82080028	10.58826054	10.96954473	10.42131724	11.5106415	10.87753512	10.14624484	10.87753512	10.48960071	11.13506115	8.783935216	10.64576596	10.93111589	11.21013433	9.642517534	11.88183074	10.99378638	11.99435647	10.26553719	10.87753512	10.37689269	10.38823593	11.0373886	10.83967059	10.95092217	11.26817813	11.74055955	11.4817422	11.01187109	11.44939273	9.093741847	10.53051944	10.05785171	11.44939273	10.03816306	9.983811359	10.66080569	11.08371612	11.36252449	10.39973288	10.93111589	10.54491925	10.61648977	10.30771786	10.54491925	11.33131359	9.582316745	10.08920407	11.08371612	11.4817422	10.17013207	9.243180927	11.21013433	10.58826054	11.36252449	8.491729288	10.27902378	10.10815758	12.24973124
THBS1	12.24973124	11.74055955	12.42093114	13.97286121	12.42093114	12.78317582	13.01361342	12.95190579	11.43294978	11.33131359	10.53773731	12.29093739	12.46779551	12.51524637	12.37927008	12.78317582	13.14681643	13.2181586	11.80679399	12.55936964	12.33119001	12.55936964	13.59945483	12.89921626	11.44939273	11.21013433	12.46779551	12.10524298	12.55936964	12.60704082	12.65249655	12.10524298	11.74055955	12.01321021	12.73611831	13.59945483	11.10756411	11.95849795	10.08003564	11.41631725	11.85161	12.03182073	12.78317582	12.03182073	11.66685463	11.74055955	11.55291098	11.95849795	11.80679399	12.89921626	12.78317582	14.41883985	13.79306498	14.41883985	13.28061368	14.64165062	10.51503263	12.13928799	12.10524298	12.89921626	12.24973124	10.33644639	12.13928799	13.97286121	13.14681643	11.91656248	12.03182073	11.40367936	10.83967059	11.70548644	12.03182073	10.78864668	11.21013433	12.06613036	13.35634133	13.01361342	11.13506115	11.0373886	12.69602912	12.65249655	12.69602912	11.33131359	11.74055955	12.17896434	13.28061368
THY1	8.108798234	7.879431183	9.831054216	10.08920407	8.650257238	8.211374403	10.43423541	7.715061505	10.03255145	8.645888057	10.6307903	6.683632966	7.287146182	7.016556278	8.855068682	8.609616072	9.045300398	8.223388646	8.319993544	6.835561707	9.971484022	9.756499535	9.181731444	7.35566362	8.93100743	9.337382973	8.976882187	8.404042152	8.136289301	9.07713298	8.789774656	6.709919131	8.47502286	6.975437212	7.154235249	6.21314126	9.572125659	6.83982915	7.457361334	6.831281604	8.645888057	7.360871116	8.147145554	7.867365531	8.007697418	7.563020993	8.227666078	8.308922427	7.34103374	10.17013207	8.821665804	7.658420628	7.71918018	9.822911255	9.261422516	7.211941585	7.82184306	6.785380847	8.360677545	7.82184306	7.540844848	6.890329428	8.132807545	5.258009599	7.746921344	8.715128121	6.033470199	9.17361706	7.754994842	8.099705356	8.641505603	6.611857388	7.883406986	7.472231478	6.870474811	6.800468536	7.886560671	9.354793262	6.611857388	8.506050849	7.360871116	9.30246322	6.327902249	8.239114879	6.785380847
TICAM1	8.593344878	8.331964596	8.364948606	8.338999487	8.417169624	8.300212539	7.925338964	8.373312109	9.073696248	8.525755227	7.733331338	8.631655189	8.759639749	8.56619995	8.132807545	8.26515009	8.537398691	8.300212539	8.478954957	8.576518539	7.948027865	8.065324126	8.143458836	8.980170186	7.571979218	7.644309537	7.974987429	8.062017861	8.030169864	8.767849059	8.404042152	8.258741838	8.124620468	7.967321653	7.729680622	8.308922427	7.626988352	8.214917517	7.879431183	8.173752972	7.49265008	7.658420628	9.073696248	8.025754894	8.483476076	7.809082499	8.255831156	8.300212539	8.001366639	7.771898937	7.889707477	8.891067602	8.688101452	8.501537718	8.654716148	8.650257238	8.165952304	8.203753793	8.471080016	8.525755227	8.593344878	7.843432445	7.979554491	8.255831156	8.533297746	7.839478261	7.437382522	7.830791338	7.044922282	7.839478261	8.379764107	7.437382522	8.15865717	7.276825637	8.558785122	8.268645032	8.132807545	7.835141338	8.348273421	8.707632344	8.491729288	8.108798234	7.800206574	8.778072044	9.247572672
TICAM2	6.709919131	7.205733332	6.288420088	6.492017203	6.926241627	6.943022682	7.345743161	6.606037651	5.100950124	7.205733332	4.527477006	7.027848088	6.806299504	6.885217719	6.63344332	7.636349277	6.040561102	6.600194342	6.700308423	6.853061472	6.870474811	6.812658658	5.84560803	6.880087835	7.29217042	7.583809441	7.419248935	6.53197921	7.34103374	6.785380847	7.35566362	6.476038302	6.857746301	6.835561707	6.683632966	6.890329428	6.870474811	7.073759039	7.102278818	7.29217042	6.538082668	7.049417491	6.246136593	7.205733332	6.915523746	7.069614075	7.097100324	6.915523746	7.006495731	6.669673887	6.915523746	6.345432705	6.492017203	6.219813877	6.620593392	6.746607091	7.02221323	7.446382279	7.059689528	7.065457168	7.175129509	7.139467302	6.502443511	7.016556278	6.937491526	6.746607091	8.348273421	7.369977404	8.514459519	6.926241627	6.835561707	8.223388646	6.818989906	8.214917517	6.052578401	7.053898737	7.276825637	7.149339459	7.027848088	6.219813877	6.963962591	7.636349277	7.139467302	5.274971562	6.071357649
TIGIT	7.179576213	6.664288119	7.414080148	6.512795008	7.384528351	7.826324136	7.883406986	6.606037651	8.128719814	6.943022682	9.593265501	6.538082668	7.502434512	7.205733332	6.527269402	6.522544169	7.419248935	6.616232002	8.004535501	6.450470927	7.281995139	6.345432705	8.03937735	6.700308423	7.079783172	6.322681449	6.544160412	7.255677193	6.714606964	7.011534774	6.118612364	6.778656814	7.319624815	6.590271585	7.35566362	6.958390451	7.871410617	6.895614951	6.700308423	6.806299504	8.143458836	7.99443089	6.958390451	6.806299504	6.078150808	6.689520487	6.155504943	6.197165197	6.771901295	6.880087835	6.620593392	6.37830105	5.84560803	6.288420088	6.444400656	6.124742923	7.164903336	6.46057486	6.502443511	6.349946744	6.432766574	6.367023614	6.538082668	6.53197921	6.571770699	7.32922079	7.345743161	6.360748864	7.414080148	6.544160412	7.606950654	7.205733332	6.790004763	7.191408254	7.035818947	6.937491526	7.313293367	7.414080148	6.762226991	7.211941585	6.226455775	7.762242022	6.191449381	8.065324126	6.185701392
TIRAP	6.675039625	6.96971131	7.185504363	6.714606964	7.648708957	6.714606964	6.293160687	6.920521582	9.252397647	7.027848088	7.733331338	6.700308423	6.806299504	6.812658658	7.663726667	7.065457168	7.663726667	7.15911448	7.011534774	7.069614075	7.170669057	7.379417565	6.767072252	6.992425188	7.02221323	7.085782255	6.818989906	7.073759039	7.266719624	6.555487515	6.653312568	6.438304735	7.107438791	6.952796705	7.49265008	6.705216015	7.27178148	6.866451016	7.32922079	7.223833936	6.825148845	7.360871116	7.02221323	7.533193439	7.164903336	7.069614075	7.889707477	7.345743161	7.223833936	6.714606964	7.040377795	6.683632966	6.590271585	6.595241494	6.992425188	6.481351613	7.423725223	7.091452388	7.515028639	7.035818947	6.885217719	6.963962591	7.423725223	7.302063863	6.937491526	7.432792419	5.266108306	7.669744741	5.080556153	6.664288119	6.653312568	5.62669639	7.441889418	5.76375459	6.812658658	6.771901295	7.788085954	7.379417565	7.102278818	6.988288392	7.02221323	6.595241494	6.943022682	7.124028355	6.870474811
TLR1	8.593344878	8.392749798	8.778072044	8.199673513	8.453987834	8.973586677	9.30657671	8.572291488	8.793848479	9.080561546	8.080224926	8.413129719	8.60530401	8.271947069	8.662955903	8.338999487	8.392749798	8.356393802	9.135987875	8.235527344	8.271947069	8.308922427	8.821665804	8.453987834	9.181731444	8.498504954	8.83474981	8.495465803	8.711385101	7.908384757	7.99443089	8.558785122	8.817866663	8.613915284	8.662955903	8.533297746	8.014690702	8.738181148	8.738181148	8.666740533	8.388313587	8.328053237	8.139762674	8.373312109	8.364948606	8.738181148	8.193293605	8.715128121	8.691856907	8.684336196	8.707632344	8.510549907	8.283129153	7.979554491	8.248267582	8.572291488	8.331964596	8.659161318	8.437619323	8.711385101	8.155002502	8.478954957	8.373312109	8.487983072	8.498504954	8.525755227	9.322876833	9.097764718	9.582316745	9.018413815	8.626859974	9.484706632	7.889707477	9.222453663	7.912854772	8.572291488	8.400611371	8.891067602	8.680356593	8.495465803	8.510549907	8.959591123	8.789774656	7.771898937	8.767849059
TLR10	5.160200386	5.130369536	6.620593392	5.778108427	5.948751009	7.073759039	5.600086352	4.973387142	7.952637258	4.937361208	10.86664797	4.549727837	5.249865172	5.217410765	4.5974354	4.562471405	6.367023614	4.536200952	6.831281604	4.541174073	5.47167715	5.034633917	7.27178148	4.553195913	6.002051483	4.551120464	6.246136593	6.259537038	5.197085608	5.204389486	4.537514251	5.0862879	6.046582264	4.956737071	6.052578401	4.535545706	5.449793237	4.980019858	5.655017833	5.3383947	6.926241627	4.85723458	5.607443047	4.986922842	4.605553595	5.237426232	4.536200952	5.130369536	5.418868592	6.890329428	7.040377795	4.803934284	4.4813074	4.807287447	4.522396576	4.517058178	5.41076024	4.811122352	4.493119669	4.478193717	4.896052676	5.024485382	5.462196475	4.488563209	5.155868712	5.972252274	7.027848088	5.054724465	7.175129509	5.283780698	5.573189116	6.438304735	5.47167715	6.476038302	4.524375669	4.88256445	5.217410765	5.0862879	4.891644851	6.492017203	4.510702012	6.679342693	5.258009599	5.59269195	4.793552219
TLR2	9.120109484	9.43879111	9.593265501	9.215351561	9.842260911	8.335486329	9.411262043	8.83052992	9.476698234	9.724975432	10.73634998	8.734182987	8.79791083	8.703205286	10.78864668	8.501537718	9.724975432	8.47502286	8.151079376	8.926946131	9.65083122	8.076461877	9.709475479	9.27466241	10.13556822	7.879431183	8.404042152	9.530012386	8.631655189	9.554658509	8.287707158	10.21550021	10.76985063	9.962752988	9.880801026	8.84286737	9.322876833	9.018413815	9.756499535	9.064109831	8.778072044	8.666740533	10.58826054	8.328053237	10.02691793	9.884556495	10.76985063	9.76525235	9.593265501	8.86273771	9.247572672	9.842260911	9.124583238	9.30246322	9.681833345	9.164710329	10.29576893	9.327519497	10.70226814	9.206871915	10.25340278	9.080561546	10.42131724	9.018413815	8.944365558	9.962752988	8.268645032	9.677827217	8.987770542	9.516791395	8.789774656	9.135987875	10.14624484	8.955510841	10.3014785	8.86273771	9.521297919	9.132131244	9.602085075	10.38823593	9.279546329	9.962752988	9.107085961	9.247572672	8.74216826
TLR3	7.401505322	7.796157066	6.90088118	6.583950434	7.175129509	6.293160687	6.549835081	7.498360107	4.547999845	7.405203778	6.606037651	7.715061505	7.476950601	7.583809441	8.546468697	8.099705356	6.29788576	7.360871116	6.931939083	7.970405864	7.636349277	7.640334897	6.058567758	7.936201489	7.49265008	8.124620468	7.540844848	7.134166533	7.779219065	6.915523746	7.925338964	7.533193439	7.001531514	7.843432445	8.011198297	7.636349277	7.606950654	7.551688123	7.533193439	8.001366639	7.551688123	8.018012352	6.926241627	7.883406986	7.762242022	7.486917363	7.939874411	7.154235249	7.796157066	6.800468536	7.481942589	6.104651167	7.191408254	6.988288392	7.223833936	7.091452388	8.076461877	8.223388646	7.229607949	7.085782255	7.175129509	7.524099506	7.551688123	8.03937735	7.401505322	7.211941585	8.080224926	7.528653638	8.072547679	7.486917363	8.155002502	8.143458836	7.817879032	7.889707477	6.981877111	7.486917363	6.862415966	7.395575447	7.592817844	6.658810781	7.401505322	7.71918018	7.675737815	6.481351613	7.49265008
