Gene_Name	J2C	J2N	J3C	J3N	J5C	J5N	J7C	J7N	J8C	J8N	J9C	J9N	J11S	J11N	J13M	J13N	J14M	J14N	J15M	J15N	J16M	J16N	J17H	J17N	J18M	J18N	J19H	J19S	J19N	J20S	J20N	J21H	J21M	J21N	J22M	J22N	J23M	J23N	J24H	J24N	J25S	J25N	J26M	J26N	J27H1	J27H2	J27S	J27M	J27N	J30H	J30N	J31S	J31N	J32H	J32M	J32N	J33M	J33N	J34M	J34N	J35M	J35N	J36S	J36N	J38H	J38S	J38N	J39M	J39N	J40S	J40M	J40N	J41M	J41N	J42S	J42N	J43S	J43M	J43N	J44M	J44N	J45M	J45N	J46M	J46N
IL1RN	6.191449381	6.098449486	6.098449486	6.846460482	6.252519016	7.540844848	6.026344272	5.948751009	6.385154691	5.977304459	4.786496794	7.345743161	6.606037651	6.322681449	6.794613906	6.63344332	6.136970368	6.669673887	7.297177221	7.195458922	6.683632966	6.085203073	6.252519016	6.085203073	5.725309447	6.397975068	6.595241494	6.947917971	6.476038302	7.360871116	7.519571202	6.271269588	6.53197921	6.700308423	7.065457168	6.890329428	6.239725809	6.689520487	6.098449486	5.93549623	5.36775379	4.85723458	6.90088118	6.226455775	6.835561707	5.796753477	6.705216015	7.276825637	5.488995411	7.24046994	6.327902249	10.15773129	8.645888057	7.875444393	7.419248935	9.503202716	7.040377795	7.091452388	7.360871116	7.758622982	7.524099506	6.161942852	6.345432705	6.208009019	6.679342693	5.613393082	4.596331764	6.705216015	4.807287447	6.16835216	6.975437212	4.705346041	7.441889418	4.807287447	8.47502286	6.577601466	6.219813877	6.620593392	7.175129509	7.049417491	7.830791338	6.052578401	5.258009599	7.75096374	7.921330556
IL2	4.466083261	4.517058178	4.517058178	4.495489597	4.535545706	4.454759504	4.531500288	4.491314848	4.547999845	4.488563209	5.744148278	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	4.517058178	4.536200952	4.571958457	4.541174073	4.519729846	4.527477006	4.937361208	4.553195913	4.537514251	4.551120464	4.523386462	4.493119669	4.531500288	4.522396576	4.537514251	4.493119669	4.497855638	4.523386462	4.5293599	4.535545706	4.533637504	4.497855638	4.4813074	4.524375669	4.519729846	4.85723458	4.534890162	4.514697149	4.605553595	4.524983788	4.536200952	4.533637504	4.522396576	4.484414377	4.50347368	4.449376644	4.4813074	4.488563209	4.961739073	4.517058178	4.534263969	4.464147013	4.493119669	4.478193717	4.517058178	4.428699145	4.446736733	4.488563209	4.472151196	4.487618034	7.128846217	4.533637504	7.467496868	4.497855638	4.50347368	6.310720966	4.534890162	6.771901295	4.524375669	4.472151196	4.544003972	4.543517978	4.485035738	4.489507766	4.510702012	4.524375669	4.519729846	4.547401353	4.497855638
IL21	4.466083261	4.517058178	4.517058178	4.495489597	4.535545706	4.454759504	4.531500288	4.491314848	4.321928095	4.488563209	4.527477006	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	4.517058178	4.536200952	4.571958457	4.541174073	4.519729846	4.527477006	4.460828358	4.553195913	4.537514251	4.551120464	4.523386462	4.493119669	4.531500288	4.522396576	4.537514251	4.493119669	4.497855638	4.523386462	4.5293599	4.535545706	4.533637504	4.497855638	4.4813074	4.524375669	4.519729846	4.85723458	4.534890162	4.514697149	4.605553595	4.524983788	4.536200952	4.533637504	4.522396576	4.484414377	4.50347368	4.449376644	4.4813074	4.488563209	4.522396576	4.517058178	4.534263969	4.464147013	4.493119669	4.478193717	4.517058178	4.647204849	4.446736733	4.488563209	4.472151196	4.487618034	7.76707856	4.533637504	8.001366639	4.497855638	4.50347368	7.428187665	4.534890162	7.69312018	4.524375669	4.472151196	4.544003972	4.543517978	4.485035738	4.489507766	4.510702012	4.524375669	4.519729846	4.547401353	4.497855638
IL21R	6.191449381	5.791001598	6.124742923	5.449793237	6.197165197	6.627032663	6.372673351	5.613393082	5.488995411	6.191449381	4.786496794	6.130847542	6.052578401	6.002051483	5.76375459	6.339281634	5.114917272	5.418868592	5.863920756	5.785226695	6.092221032	5.645963732	6.085203073	5.717549135	5.972252274	5.863920756	5.655017833	6.085203073	6.040561102	6.019329937	5.750346497	5.738598972	6.012281332	5.59269195	6.130847542	5.580479323	5.928260332	5.073391816	5.243659108	5.300742587	6.282224661	4.85723458	5.519658716	5.831999354	6.866451016	6.098449486	6.354446703	6.333104224	6.333104224	6.21314126	6.293160687	5.870034394	5.888705565	4.920196872	5.733028238	5.47167715	6.111648653	5.977304459	5.274971562	5.928260332	6.304317637	6.620593392	5.928260332	5.948751009	6.354446703	6.683632966	5.553111782	6.266521085	5.519658716	6.345432705	6.705216015	6.266521085	6.372673351	4.891644851	5.928260332	6.29788576	6.40940508	6.741285595	6.345432705	6.527269402	5.839515753	7.149339459	6.360748864	6.226455775	5.725309447
IL22	4.466083261	4.517058178	4.517058178	4.495489597	4.535545706	4.454759504	4.531500288	4.491314848	4.321928095	4.488563209	6.606037651	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	4.517058178	4.536200952	4.571958457	4.541174073	4.519729846	4.527477006	4.460828358	4.553195913	4.537514251	4.551120464	4.523386462	4.493119669	4.531500288	4.522396576	4.537514251	4.493119669	4.497855638	4.523386462	4.5293599	4.535545706	4.533637504	4.497855638	4.4813074	4.524375669	4.519729846	4.85723458	4.534890162	4.514697149	4.605553595	4.524983788	4.536200952	4.533637504	4.522396576	4.484414377	4.50347368	4.449376644	4.4813074	4.488563209	4.522396576	4.517058178	4.534263969	4.464147013	4.493119669	4.478193717	4.517058178	4.428699145	4.446736733	4.488563209	4.472151196	4.487618034	5.803430021	4.533637504	6.391975928	4.497855638	4.50347368	5.908318272	4.534890162	5.29228657	4.524375669	4.472151196	4.544003972	4.543517978	4.485035738	4.489507766	4.510702012	4.524375669	4.519729846	4.547401353	4.497855638
IL22RA1	4.466083261	4.825609991	4.517058178	4.495489597	4.535545706	4.454759504	4.531500288	5.140695894	6.385154691	4.488563209	7.211941585	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	4.887223517	5.119968732	5.382825738	4.541174073	4.519729846	4.527477006	4.460828358	4.553195913	4.537514251	4.551120464	5.029568573	4.493119669	4.531500288	4.522396576	4.537514251	4.493119669	4.497855638	4.523386462	4.5293599	4.535545706	4.533637504	4.497855638	5.330946747	4.524375669	4.519729846	4.85723458	4.534890162	4.514697149	4.605553595	5.073391816	4.536200952	4.533637504	4.522396576	4.484414377	4.50347368	4.449376644	4.4813074	4.920196872	4.522396576	4.517058178	4.534263969	5.505182063	4.493119669	4.478193717	4.517058178	5.024485382	4.446736733	4.488563209	4.867599401	4.487618034	6.143067318	4.533637504	6.611857388	4.497855638	5.204389486	5.996641613	4.534890162	6.033470199	4.524375669	4.472151196	4.544003972	4.543517978	4.746575102	4.489507766	4.510702012	4.524375669	5.258009599	4.547401353	4.497855638
IL22RA2	5.066191724	4.517058178	4.993792953	4.495489597	5.230301843	4.454759504	4.993792953	4.491314848	5.791001598	4.488563209	8.38404518	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	4.517058178	4.536200952	4.571958457	4.541174073	5.109848062	4.527477006	4.986922842	4.553195913	5.47167715	4.551120464	4.523386462	4.493119669	4.531500288	4.522396576	4.537514251	4.956737071	5.62669639	4.90329656	4.5293599	4.535545706	4.533637504	4.497855638	4.674962307	4.524375669	5.091996965	4.85723458	4.534890162	5.054724465	4.605553595	4.524983788	4.536200952	4.533637504	4.85723458	4.720265434	4.50347368	4.782698737	4.4813074	5.091996965	5.14830225	4.920196872	4.534263969	5.3458044	4.775718441	4.966723791	4.517058178	4.993792953	4.807287447	5.443233664	4.472151196	4.487618034	4.321928095	4.533637504	4.321928095	4.497855638	4.50347368	4.346374427	5.84560803	4.321928095	5.14830225	4.694966396	4.544003972	4.543517978	4.746575102	4.910504254	4.820288392	5.744148278	4.519729846	4.547401353	4.497855638
IL23A	4.733399537	4.517058178	5.317024914	4.495489597	4.535545706	4.713741631	4.531500288	4.814947089	5.100950124	4.720265434	9.593265501	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	4.517058178	4.536200952	4.571958457	4.541174073	5.211656574	4.527477006	5.519658716	4.553195913	4.537514251	4.551120464	4.523386462	4.493119669	4.986922842	5.382825738	4.537514251	5.0862879	4.814947089	4.523386462	5.189725741	4.535545706	5.928260332	4.929824806	4.703501533	4.524375669	5.029568573	4.85723458	4.534890162	5.317024914	4.605553595	4.524983788	4.536200952	4.533637504	4.522396576	4.484414377	4.50347368	4.449376644	5.024485382	5.237426232	5.258009599	4.517058178	4.534263969	4.811122352	5.091996965	4.733399537	5.3383947	4.663720738	5.230301843	4.803934284	4.472151196	4.741537611	5.851674689	4.533637504	5.863920756	4.786496794	4.50347368	5.36775379	4.534890162	5.613393082	4.524375669	4.472151196	4.544003972	4.543517978	4.485035738	4.807287447	4.510702012	4.986922842	4.519729846	4.547401353	4.793552219
IL23R	4.466083261	4.517058178	4.517058178	4.495489597	4.535545706	4.454759504	4.531500288	4.491314848	4.321928095	4.488563209	4.321928095	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	4.517058178	4.536200952	4.571958457	4.541174073	4.519729846	4.527477006	4.460828358	4.553195913	4.537514251	4.551120464	4.523386462	4.493119669	4.531500288	4.522396576	4.537514251	4.493119669	4.497855638	4.523386462	4.5293599	4.535545706	4.533637504	4.497855638	4.4813074	4.524375669	4.519729846	4.85723458	4.534890162	4.514697149	4.605553595	4.524983788	4.536200952	4.533637504	4.522396576	4.786496794	4.50347368	4.449376644	4.4813074	4.488563209	4.522396576	4.517058178	4.534263969	4.464147013	4.493119669	4.478193717	4.517058178	4.428699145	4.446736733	4.488563209	4.472151196	4.487618034	5.600086352	4.533637504	5.967182334	4.497855638	4.50347368	5.559500918	4.534890162	5.525826523	4.524375669	4.472151196	4.544003972	4.543517978	4.891644851	4.489507766	4.510702012	4.524375669	5.066191724	4.547401353	4.497855638
IL24	4.466083261	4.517058178	4.517058178	4.495489597	4.535545706	4.454759504	4.531500288	4.491314848	4.547999845	4.488563209	7.211941585	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	4.517058178	4.536200952	5.449793237	4.541174073	4.519729846	4.527477006	4.692955847	4.553195913	4.537514251	4.551120464	4.523386462	4.493119669	4.531500288	4.522396576	4.537514251	4.493119669	4.497855638	4.523386462	4.5293599	4.535545706	4.533637504	4.497855638	4.4813074	4.524375669	4.519729846	4.85723458	4.534890162	4.820288392	4.605553595	4.524983788	4.536200952	4.533637504	4.522396576	4.986922842	4.772539235	5.991211382	4.760968591	6.136970368	5.217410765	4.961739073	4.534263969	4.760968591	5.353096403	5.481095928	4.517058178	4.428699145	5.0862879	4.488563209	4.472151196	4.487618034	6.339281634	4.533637504	6.502443511	4.497855638	4.50347368	6.208009019	4.534890162	6.345432705	4.524375669	4.472151196	4.544003972	4.543517978	4.485035738	4.489507766	4.510702012	4.524375669	4.519729846	5.182328135	4.497855638
IL25	4.466083261	4.517058178	4.517058178	4.495489597	4.535545706	4.454759504	4.531500288	4.491314848	4.423266011	4.488563209	4.321928095	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	4.517058178	4.536200952	4.571958457	4.541174073	4.519729846	4.527477006	4.460828358	4.553195913	4.537514251	4.551120464	4.523386462	4.493119669	4.531500288	4.522396576	4.537514251	4.493119669	4.497855638	4.523386462	4.5293599	4.535545706	4.533637504	4.497855638	4.4813074	4.524375669	4.519729846	4.85723458	4.534890162	4.514697149	4.605553595	4.524983788	4.536200952	4.533637504	4.522396576	4.484414377	4.50347368	4.449376644	4.4813074	4.488563209	4.522396576	4.517058178	4.534263969	4.464147013	4.493119669	4.478193717	4.517058178	4.428699145	4.446736733	4.488563209	4.472151196	4.487618034	4.786496794	4.533637504	4.986922842	4.497855638	4.50347368	5.017744317	4.534890162	4.604491455	4.524375669	4.472151196	4.544003972	4.543517978	4.485035738	4.489507766	4.510702012	4.524375669	4.519729846	4.547401353	4.497855638
IL26	4.775718441	4.517058178	4.517058178	4.495489597	4.535545706	4.454759504	4.531500288	4.491314848	7.085782255	4.76513689	9.779727855	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	4.517058178	4.536200952	4.571958457	4.541174073	4.937361208	4.961739073	4.460828358	4.553195913	4.537514251	4.551120464	4.523386462	4.493119669	4.531500288	4.993792953	4.537514251	4.493119669	4.497855638	4.523386462	4.5293599	4.535545706	4.533637504	4.980019858	4.947081667	4.524375669	4.519729846	4.85723458	4.534890162	4.986922842	4.605553595	4.524983788	4.536200952	4.533637504	4.522396576	4.484414377	4.50347368	4.449376644	4.4813074	4.488563209	4.522396576	4.517058178	4.534263969	4.760968591	4.877890288	4.478193717	4.517058178	4.814947089	5.0862879	4.733399537	4.472151196	4.487618034	7.211941585	4.533637504	7.313293367	4.497855638	4.50347368	6.470705351	4.534890162	6.910508537	4.524375669	4.472151196	4.544003972	4.543517978	4.973387142	4.489507766	4.510702012	4.524375669	5.655017833	4.547401353	4.497855638
IL27	4.466083261	4.517058178	4.517058178	4.495489597	4.535545706	4.454759504	4.531500288	4.491314848	4.547999845	4.76513689	4.321928095	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	4.517058178	4.536200952	4.571958457	4.541174073	4.519729846	4.527477006	4.460828358	4.553195913	4.537514251	4.551120464	4.523386462	4.493119669	4.531500288	4.522396576	4.537514251	4.493119669	4.497855638	4.523386462	4.5293599	4.535545706	4.533637504	4.497855638	4.4813074	4.524375669	4.519729846	4.85723458	4.534890162	4.514697149	4.605553595	4.524983788	4.536200952	4.533637504	4.522396576	4.484414377	4.50347368	4.449376644	4.4813074	4.488563209	4.522396576	4.517058178	4.534263969	4.464147013	4.493119669	4.478193717	4.517058178	4.428699145	4.446736733	4.488563209	4.472151196	4.487618034	4.410312027	4.533637504	4.386548208	4.497855638	4.50347368	4.369341842	4.534890162	4.366297232	4.524375669	4.472151196	4.544003972	4.543517978	4.485035738	4.489507766	4.510702012	4.524375669	4.519729846	4.547401353	4.497855638
IL2RA	6.271269588	5.130369536	7.571979218	7.217900014	6.427207072	7.15911448	7.73697284	5.81007581	8.014690702	6.130847542	8.38404518	6.327902249	5.525826523	5.857810716	6.920521582	6.1741529	6.638685866	5.996641613	6.975437212	5.324002624	6.853061472	6.052578401	7.164903336	5.243659108	6.87528933	5.972252274	6.372673351	6.895614951	5.882427619	7.960735647	6.40940508	5.817277586	6.714606964	5.237426232	7.898681997	5.876122234	7.297177221	6.191449381	6.846460482	5.711889811	6.664288119	4.85723458	5.914667023	5.217410765	6.46057486	6.136970368	6.730169266	6.560711316	6.092221032	6.90088118	6.397975068	7.936201489	7.073759039	7.401505322	7.925338964	6.890329428	6.790004763	5.942138842	6.304317637	5.189725741	7.069614075	6.276002513	8.214917517	6.17993041	5.717549135	6.502443511	6.372673351	7.144411825	7.281995139	5.991211382	6.354446703	7.205733332	6.450470927	6.75190903	7.124028355	6.1741529	6.669673887	7.164903336	5.283780698	6.96971131	6.481351613	7.085782255	5.803430021	7.626988352	5.928260332
IL2RB	8.304574056	8.613915284	7.979554491	8.021326372	8.169592795	8.413129719	8.207822566	7.754994842	9.252397647	8.471080016	7.211941585	8.471080016	8.671561285	8.312387335	7.059689528	7.091452388	8.092560843	7.319624815	7.82184306	7.663726667	7.644309537	7.557365686	8.268645032	8.076461877	7.588121197	7.606950654	7.710931039	7.498360107	8.223388646	7.199498248	7.792127154	8.182619886	7.867365531	8.308922427	7.524099506	8.255831156	7.428187665	8.364948606	7.847375821	7.99443089	8.03937735	8.080224926	7.762242022	8.043150026	7.245562892	7.540844848	6.866451016	6.735738137	8.099705356	7.658420628	7.754994842	7.804244748	7.297177221	7.360871116	7.446382279	7.476950601	6.862415966	7.847375821	7.446382279	7.948027865	7.345743161	8.338999487	6.910508537	7.345743161	7.663726667	7.149339459	6.481351613	6.705216015	6.252519016	7.374705206	8.177901186	7.71918018	6.885217719	7.276825637	7.30693401	7.957231971	7.86244069	7.835141338	8.255831156	7.11919435	7.783659322	8.5624973	7.894201715	7.847375821	7.936201489
IL2RG	9.31821918	8.980170186	8.555113369	8.680356593	8.510549907	9.957794057	8.987770542	8.911089121	7.952637258	9.25720654	5.744148278	9.049276802	9.25720654	9.4343043	8.319993544	8.533297746	9.032350644	8.759639749	9.041020898	8.715128121	8.855068682	8.926946131	9.850689345	8.518358564	9.744382975	9.053242277	8.711385101	8.891067602	8.429735506	9.008064734	8.926946131	9.401398402	9.310678505	9.252397647	9.17361706	9.045300398	9.396489725	9.238775773	9.332459664	9.29326444	9.92934613	9.218906982	8.584879084	8.74216826	8.449656187	9.124583238	8.425473192	8.86273771	9.139834224	9.467039733	9.215351561	8.601488933	8.83052992	8.935057329	8.58073324	8.676365982	8.56619995	8.926946131	8.360677545	8.891067602	8.973586677	9.971484022	9.018413815	8.445311496	9.265626208	9.411262043	8.855068682	8.74216826	8.261646661	9.52579041	9.391564289	9.554658509	8.666740533	8.747077645	9.064109831	9.115621814	8.59766374	8.348273421	8.707632344	9.30246322	9.002529073	9.92934613	9.516791395	8.698764602	8.397172411
IL3	4.466083261	4.517058178	4.517058178	4.495489597	4.535545706	4.454759504	4.531500288	4.491314848	5.100950124	4.488563209	7.211941585	4.549727837	4.544003972	4.541174073	4.5974354	4.562471405	4.517058178	4.536200952	4.571958457	4.541174073	4.519729846	4.527477006	4.460828358	4.553195913	4.537514251	4.551120464	4.523386462	4.493119669	4.531500288	4.522396576	4.537514251	4.493119669	4.497855638	4.523386462	4.5293599	4.535545706	4.533637504	4.497855638	4.4813074	4.524375669	4.519729846	4.85723458	4.534890162	4.514697149	4.605553595	4.524983788	4.536200952	4.533637504	4.522396576	4.484414377	4.50347368	4.449376644	4.4813074	4.488563209	4.522396576	4.517058178	4.534263969	4.464147013	4.493119669	4.478193717	4.517058178	4.428699145	4.686954008	4.488563209	4.472151196	4.487618034	4.703501533	4.533637504	4.786496794	4.497855638	4.50347368	4.653264791	4.534890162	4.587636449	4.524375669	4.472151196	4.544003972	4.543517978	4.485035738	4.489507766	4.510702012	4.524375669	4.519729846	4.547401353	4.497855638
IL32	11.06051886	10.43423541	10.14624484	10.34929821	9.744382975	9.698724094	10.31393035	10.33644639	10.05785171	10.48960071	4.786496794	9.703742936	10.80707235	10.67635055	10.43423541	10.51503263	10.43423541	10.08003564	9.419304874	10.78864668	10.37689269	10.82080028	9.962752988	10.75312709	11.66685463	11.10756411	10.67635055	10.43423541	10.85567803	10.50236075	10.93111589	10.42779078	10.21550021	10.43423541	10.07509748	10.85567803	10.50236075	10.61648977	10.1409164	10.55813709	10.80707235	10.44172074	10.91065924	10.73634998	10.30771786	10.31393035	10.89505552	10.00492686	10.66080569	10.99378638	11.10756411	10.82080028	10.60319382	10.02691793	10.1023471	10.99378638	11.01187109	11.15824653	9.870311322	10.46397411	10.46397411	11.4817422	10.05785171	10.21550021	10.75312709	10.26553719	10.53051944	10.50236075	10.18779913	10.67635055	10.68904888	11.10756411	9.962752988	10.74476292	10.54491925	10.66859906	11.06051886	10.01568352	10.47702929	10.48960071	10.54491925	11.15824653	10.79788893	10.55813709	10.67635055
IL34	5.785226695	6.762226991	6.1741529	6.421036908	7.255677193	5.711889811	5.870034394	7.32922079	7.085782255	6.988288392	5.744148278	6.46057486	6.438304735	6.746607091	6.322681449	6.339281634	6.638685866	5.851674689	5.449793237	6.658810781	6.118612364	6.735738137	5.59269195	5.948751009	6.040561102	7.139467302	6.304317637	6.345432705	6.606037651	6.266521085	7.011534774	5.888705565	5.972252274	6.21314126	5.189725741	7.016556278	6.818989906	6.818989906	6.931939083	7.395575447	5.418868592	6.675039625	6.246136593	6.741285595	6.616232002	6.502443511	6.155504943	6.333104224	6.492017203	5.857810716	6.233106049	5.456008185	6.895614951	6.486694264	6.111648653	6.202858456	6.1741529	5.456008185	6.136970368	6.69538408	5.559500918	5.449793237	5.831999354	4.993792953	5.634036566	6.130847542	4.414377186	8.388313587	4.626877135	7.195458922	5.839515753	4.733399537	5.519658716	4.41633711	7.035818947	6.522544169	5.130369536	5.43664413	5.532636078	6.465648998	6.522544169	5.733028238	6.527269402	6.590271585	6.53197921
